"ID","METEROLOGICAL_PROVINCE","MONTH","CLIMATE","VALUE","UNIT","YEAR"
5,"Punjab","February","Temperature",59.5,"°F",1932
5,"Punjab","January","Temperature",58.5,"°F",1932
5,"Punjab","July","Temperature",90.35,"°F",1932
5,"Punjab","June","Temperature",96.2,"°F",1932
5,"Punjab","March","Temperature",70.55,"°F",1932
5,"Punjab","May","Temperature",86.95,"°F",1932
5,"Punjab","November","Temperature",65.7,"°F",1932
5,"Punjab","October","Temperature",77.9,"°F",1932
5,"Punjab","September","Temperature",87.2,"°F",1932
6,"Sindh","April","Temperature",84.85,"°F",1932
6,"Sindh","August","Temperature",86,"°F",1932
6,"Sindh","December","Temperature",65.45,"°F",1932
6,"Sindh","February","Temperature",68.75,"°F",1932
6,"Sindh","January","Temperature",65.4,"°F",1932
6,"Sindh","July","Temperature",95.4,"°F",1932
6,"Sindh","June","Temperature",92,"°F",1932
6,"Sindh","March","Temperature",77.3,"°F",1932
6,"Sindh","May","Temperature",91.2,"°F",1932
6,"Sindh","November","Temperature",72.65,"°F",1932
6,"Sindh","October","Temperature",82.25,"°F",1932
6,"Sindh","September","Temperature",86.35,"°F",1932
7,"Rajputana Agency","April","Temperature",85.65,"°F",1932
7,"Rajputana Agency","August","Temperature",82.6,"°F",1932
7,"Rajputana Agency","December","Temperature",64.55,"°F",1932
7,"Rajputana Agency","February","Temperature",66,"°F",1932
7,"Rajputana Agency","January","Temperature",66.9,"°F",1932
7,"Rajputana Agency","July","Temperature",87.9,"°F",1932
7,"Rajputana Agency","June","Temperature",94.85,"°F",1932
7,"Rajputana Agency","March","Temperature",76.65,"°F",1932
7,"Rajputana Agency","May","Temperature",93.45,"°F",1932
7,"Rajputana Agency","November","Temperature",70.5,"°F",1932
7,"Rajputana Agency","October","Temperature",82.45,"°F",1932
7,"Rajputana Agency","September","Temperature",87.25,"°F",1932
8,"Bombay Presidency","April","Temperature",84.85,"°F",1932
8,"Bombay Presidency","August","Temperature",80.7,"°F",1932
8,"Bombay Presidency","December","Temperature",72.75,"°F",1932
8,"Bombay Presidency","February","Temperature",72.8,"°F",1932
8,"Bombay Presidency","January","Temperature",72.8,"°F",1932
8,"Bombay Presidency","July","Temperature",80.7,"°F",1932
8,"Bombay Presidency","June","Temperature",85.1,"°F",1932
8,"Bombay Presidency","March","Temperature",79.5,"°F",1932
8,"Bombay Presidency","May","Temperature",88.25,"°F",1932
8,"Bombay Presidency","November","Temperature",76.5,"°F",1932
8,"Bombay Presidency","October","Temperature",82.25,"°F",1932
8,"Bombay Presidency","September","Temperature",81,"°F",1932
9,"Central India Agency","April","Temperature",84.4,"°F",1932
9,"Central India Agency","August","Temperature",80.3,"°F",1932
9,"Central India Agency","December","Temperature",63.55,"°F",1932
9,"Central India Agency","February","Temperature",65,"°F",1932
9,"Central India Agency","January","Temperature",66.45,"°F",1932
9,"Central India Agency","July","Temperature",83.15,"°F",1932
9,"Central India Agency","June","Temperature",91.45,"°F",1932
9,"Central India Agency","March","Temperature",75.45,"°F",1932
9,"Central India Agency","May","Temperature",91.75,"°F",1932
9,"Central India Agency","November","Temperature",67.55,"°F",1932
9,"Central India Agency","October","Temperature",78.4,"°F",1932
9,"Central India Agency","September","Temperature",81.35,"°F",1932
10,"Central Province And Berar","April","Temperature",87.6,"°F",1932
10,"Central Province And Berar","August","Temperature",80.15,"°F",1932
10,"Central Province And Berar","December","Temperature",67,"°F",1932
10,"Central Province And Berar","February","Temperature",71.45,"°F",1932
10,"Central Province And Berar","January","Temperature",68.9,"°F",1932
10,"Central Province And Berar","July","Temperature",79.7,"°F",1932
10,"Central Province And Berar","June","Temperature",90.15,"°F",1932
10,"Central Province And Berar","March","Temperature",79.2,"°F",1932
10,"Central Province And Berar","May","Temperature",93.4,"°F",1932
10,"Central Province And Berar","November","Temperature",71.65,"°F",1932
10,"Central Province And Berar","October","Temperature",79.35,"°F",1932
10,"Central Province And Berar","September","Temperature",80.15,"°F",1932
11,"Hyderabad","April","Temperature",89.15,"°F",1932
11,"Hyderabad","August","Temperature",80.8,"°F",1932
11,"Hyderabad","December","Temperature",70.95,"°F",1932
11,"Hyderabad","February","Temperature",75.6,"°F",1932
11,"Hyderabad","January","Temperature",71.7,"°F",1932
11,"Hyderabad","July","Temperature",79.8,"°F",1932
11,"Hyderabad","June","Temperature",86.35,"°F",1932
11,"Hyderabad","March","Temperature",82.75,"°F",1932
11,"Hyderabad","May","Temperature",91.55,"°F",1932
11,"Hyderabad","November","Temperature",75.55,"°F",1932
11,"Hyderabad","October","Temperature",80.65,"°F",1932
11,"Hyderabad","September","Temperature",79.85,"°F",1932
12,"Mysore","April","Temperature",83.95,"°F",1932
12,"Mysore","August","Temperature",76.55,"°F",1932
12,"Mysore","December","Temperature",71.05,"°F",1932
12,"Mysore","February","Temperature",75.85,"°F",1932
12,"Mysore","January","Temperature",70.2,"°F",1932
12,"Mysore","July","Temperature",74.95,"°F",1932
12,"Mysore","June","Temperature",77.45,"°F",1932
12,"Mysore","March","Temperature",82.75,"°F",1932
12,"Mysore","May","Temperature",81.05,"°F",1932
12,"Mysore","November","Temperature",73.45,"°F",1932
12,"Mysore","October","Temperature",74.8,"°F",1932
12,"Mysore","September","Temperature",75.05,"°F",1932
13,"Madras Presidency","April","Temperature",85.85,"°F",1932
13,"Madras Presidency","August","Temperature",83.2,"°F",1932
13,"Madras Presidency","December","Temperature",75.95,"°F",1932
13,"Madras Presidency","February","Temperature",78.6,"°F",1932
13,"Madras Presidency","January","Temperature",75.05,"°F",1932
13,"Madras Presidency","July","Temperature",83.55,"°F",1932
13,"Madras Presidency","June","Temperature",88.85,"°F",1932
13,"Madras Presidency","March","Temperature",81.3,"°F",1932
13,"Madras Presidency","May","Temperature",86.2,"°F",1932
13,"Madras Presidency","November","Temperature",78.9,"°F",1932
13,"Madras Presidency","October","Temperature",81.6,"°F",1932
13,"Madras Presidency","September","Temperature",83.05,"°F",1932
16,"Jammu And Kashmir","April","Temperature",52.75,"°F",1932
16,"Jammu And Kashmir","August","Temperature",68.6,"°F",1932
16,"Jammu And Kashmir","December","Temperature",31.3,"°F",1932
16,"Jammu And Kashmir","February","Temperature",28.9,"°F",1932
16,"Jammu And Kashmir","January","Temperature",25.35,"°F",1932
16,"Jammu And Kashmir","July","Temperature",72.7,"°F",1932
16,"Jammu And Kashmir","June","Temperature",64.5,"°F",1932
16,"Jammu And Kashmir","March","Temperature",42.75,"°F",1932
16,"Jammu And Kashmir","May","Temperature",56.75,"°F",1932
16,"Jammu And Kashmir","November","Temperature",42.4,"°F",1932
16,"Jammu And Kashmir","October","Temperature",50.8,"°F",1932
16,"Jammu And Kashmir","September","Temperature",63.3,"°F",1932
17,"North West Frontier Province","April","Temperature",79.5,"°F",1932
17,"North West Frontier Province","August","Temperature",88.4,"°F",1932
17,"North West Frontier Province","December","Temperature",54.95,"°F",1932
17,"North West Frontier Province","February","Temperature",57.25,"°F",1932
17,"North West Frontier Province","January","Temperature",56.65,"°F",1932
17,"North West Frontier Province","July","Temperature",91.4,"°F",1932
17,"North West Frontier Province","June","Temperature",94.55,"°F",1932
17,"North West Frontier Province","March","Temperature",67.45,"°F",1932
17,"North West Frontier Province","May","Temperature",83.9,"°F",1932
17,"North West Frontier Province","November","Temperature",65.1,"°F",1932
17,"North West Frontier Province","October","Temperature",76.5,"°F",1932
17,"North West Frontier Province","September","Temperature",87.5,"°F",1932
18,"Baluchistan Agency","April","Temperature",66.9,"°F",1932
18,"Baluchistan Agency","August","Temperature",79.05,"°F",1932
18,"Baluchistan Agency","December","Temperature",41.4,"°F",1932
18,"Baluchistan Agency","February","Temperature",46.2,"°F",1932
18,"Baluchistan Agency","January","Temperature",46.7,"°F",1932
18,"Baluchistan Agency","July","Temperature",84.45,"°F",1932
18,"Baluchistan Agency","June","Temperature",81.25,"°F",1932
18,"Baluchistan Agency","March","Temperature",55.6,"°F",1932
18,"Baluchistan Agency","May","Temperature",73.3,"°F",1932
18,"Baluchistan Agency","November","Temperature",52.45,"°F",1932
18,"Baluchistan Agency","October","Temperature",61.2,"°F",1932
18,"Baluchistan Agency","September","Temperature",74.45,"°F",1932
19,"Burma","April","Temperature",84.3,"°F",1932
19,"Burma","August","Temperature",81.45,"°F",1932
19,"Burma","December","Temperature",72.95,"°F",1932
19,"Burma","February","Temperature",73.65,"°F",1932
19,"Burma","January","Temperature",71.55,"°F",1932
19,"Burma","July","Temperature",80.8,"°F",1932
19,"Burma","June","Temperature",82.05,"°F",1932
19,"Burma","March","Temperature",80.1,"°F",1932
19,"Burma","May","Temperature",85.9,"°F",1932
19,"Burma","November","Temperature",79.2,"°F",1932
19,"Burma","October","Temperature",81.75,"°F",1932
19,"Burma","September","Temperature",81.25,"°F",1932
19,"Burma","January","Humidity",80,"%",1932
1,"Assam","January","Humidity",94,"%",1932
2,"Bengal","January","Humidity",86,"%",1932
3,"Bihar And Orissa","January","Humidity",78,"%",1932
4,"United Province Of Agra And Oudh","January","Humidity",78,"%",1932
5,"Punjab","January","Humidity",75,"%",1932
17,"North West Frontier Province","January","Humidity",75,"%",1932
6,"Sindh","January","Humidity",62,"%",1932
7,"Rajputana Agency","January","Humidity",53,"%",1932
8,"Bombay Presidency","January","Humidity",55,"%",1932
9,"Central India Agency","January","Humidity",65,"%",1932
10,"Central Province And Berar","January","Humidity",61,"%",1932
11,"Hyderabad","January","Humidity",64,"%",1932
12,"Mysore","January","Humidity",69,"%",1932
13,"Madras Presidency","January","Humidity",75,"%",1932
19,"Burma","February","Humidity",76,"%",1932
1,"Assam","February","Humidity",84,"%",1932
2,"Bengal","February","Humidity",76,"%",1932
3,"Bihar And Orissa","February","Humidity",66,"%",1932
4,"United Province Of Agra And Oudh","February","Humidity",61,"%",1932
5,"Punjab","February","Humidity",64,"%",1932
17,"North West Frontier Province","February","Humidity",65,"%",1932
6,"Sindh","February","Humidity",58,"%",1932
7,"Rajputana Agency","February","Humidity",37,"%",1932
8,"Bombay Presidency","February","Humidity",49,"%",1932
9,"Central India Agency","February","Humidity",50,"%",1932
10,"Central Province And Berar","February","Humidity",52,"%",1932
11,"Hyderabad","February","Humidity",58,"%",1932
12,"Mysore","February","Humidity",73,"%",1932
13,"Madras Presidency","February","Humidity",80,"%",1932
19,"Burma","March","Humidity",73,"%",1932
1,"Assam","March","Humidity",80,"%",1932
2,"Bengal","March","Humidity",71,"%",1932
3,"Bihar And Orissa","March","Humidity",55,"%",1932
4,"United Province Of Agra And Oudh","March","Humidity",49,"%",1932
5,"Punjab","March","Humidity",59,"%",1932
17,"North West Frontier Province","March","Humidity",70,"%",1932
6,"Sindh","March","Humidity",55,"%",1932
7,"Rajputana Agency","March","Humidity",40,"%",1932
8,"Bombay Presidency","March","Humidity",51,"%",1932
9,"Central India Agency","March","Humidity",48,"%",1932
10,"Central Province And Berar","March","Humidity",42,"%",1932
11,"Hyderabad","March","Humidity",47,"%",1932
12,"Mysore","March","Humidity",65,"%",1932
13,"Madras Presidency","March","Humidity",70,"%",1932
19,"Burma","April","Humidity",71,"%",1932
1,"Assam","April","Humidity",76,"%",1932
2,"Bengal","April","Humidity",72,"%",1932
3,"Bihar And Orissa","April","Humidity",51,"%",1932
4,"United Province Of Agra And Oudh","April","Humidity",34,"%",1932
5,"Punjab","April","Humidity",37,"%",1932
17,"North West Frontier Province","April","Humidity",50,"%",1932
6,"Sindh","April","Humidity",51,"%",1932
7,"Rajputana Agency","April","Humidity",29,"%",1932
8,"Bombay Presidency","April","Humidity",56,"%",1932
9,"Central India Agency","April","Humidity",37,"%",1932
10,"Central Province And Berar","April","Humidity",36,"%",1932
11,"Hyderabad","April","Humidity",49,"%",1932
12,"Mysore","April","Humidity",76,"%",1932
13,"Madras Presidency","April","Humidity",72,"%",1932
19,"Burma","May","Humidity",71,"%",1932
1,"Assam","May","Humidity",86,"%",1932
2,"Bengal","May","Humidity",78,"%",1932
3,"Bihar And Orissa","May","Humidity",57,"%",1932
4,"United Province Of Agra And Oudh","May","Humidity",35,"%",1932
5,"Punjab","May","Humidity",28,"%",1932
17,"North West Frontier Province","May","Humidity",35,"%",1932
6,"Sindh","May","Humidity",50,"%",1932
7,"Rajputana Agency","May","Humidity",25,"%",1932
8,"Bombay Presidency","May","Humidity",61,"%",1932
9,"Central India Agency","May","Humidity",34,"%",1932
10,"Central Province And Berar","May","Humidity",37,"%",1932
11,"Hyderabad","May","Humidity",48,"%",1932
12,"Mysore","May","Humidity",77,"%",1932
13,"Madras Presidency","May","Humidity",73,"%",1932
19,"Burma","June","Humidity",88,"%",1932
1,"Assam","June","Humidity",91,"%",1932
2,"Bengal","June","Humidity",86,"%",1932
3,"Bihar And Orissa","June","Humidity",67,"%",1932
4,"United Province Of Agra And Oudh","June","Humidity",49,"%",1932
5,"Punjab","June","Humidity",38,"%",1932
17,"North West Frontier Province","June","Humidity",44,"%",1932
6,"Sindh","June","Humidity",65,"%",1932
7,"Rajputana Agency","June","Humidity",49,"%",1932
8,"Bombay Presidency","June","Humidity",73,"%",1932
9,"Central India Agency","June","Humidity",56,"%",1932
10,"Central Province And Berar","June","Humidity",56,"%",1932
11,"Hyderabad","June","Humidity",65,"%",1932
12,"Mysore","June","Humidity",80,"%",1932
13,"Madras Presidency","June","Humidity",70,"%",1932
19,"Burma","July","Humidity",90,"%",1932
1,"Assam","July","Humidity",89,"%",1932
2,"Bengal","July","Humidity",89,"%",1932
3,"Bihar And Orissa","July","Humidity",85,"%",1932
4,"United Province Of Agra And Oudh","July","Humidity",75,"%",1932
5,"Punjab","July","Humidity",70,"%",1932
17,"North West Frontier Province","July","Humidity",72,"%",1932
6,"Sindh","July","Humidity",73,"%",1932
7,"Rajputana Agency","July","Humidity",70,"%",1932
8,"Bombay Presidency","July","Humidity",85,"%",1932
9,"Central India Agency","July","Humidity",82,"%",1932
10,"Central Province And Berar","July","Humidity",87,"%",1932
11,"Hyderabad","July","Humidity",82,"%",1932
12,"Mysore","July","Humidity",86,"%",1932
13,"Madras Presidency","July","Humidity",75,"%",1932
19,"Burma","August","Humidity",87,"%",1932
1,"Assam","August","Humidity",92,"%",1932
2,"Bengal","August","Humidity",90,"%",1932
3,"Bihar And Orissa","August","Humidity",86,"%",1932
4,"United Province Of Agra And Oudh","August","Humidity",82,"%",1932
5,"Punjab","August","Humidity",73,"%",1932
17,"North West Frontier Province","August","Humidity",78,"%",1932
6,"Sindh","August","Humidity",77,"%",1932
7,"Rajputana Agency","August","Humidity",79,"%",1932
8,"Bombay Presidency","August","Humidity",84,"%",1932
9,"Central India Agency","August","Humidity",82,"%",1932
10,"Central Province And Berar","August","Humidity",85,"%",1932
11,"Hyderabad","August","Humidity",81,"%",1932
12,"Mysore","August","Humidity",90,"%",1932
13,"Madras Presidency","August","Humidity",81,"%",1932
19,"Burma","September","Humidity",90,"%",1932
1,"Assam","September","Humidity",92,"%",1932
2,"Bengal","September","Humidity",88,"%",1932
3,"Bihar And Orissa","September","Humidity",85,"%",1932
4,"United Province Of Agra And Oudh","September","Humidity",82,"%",1932
5,"Punjab","September","Humidity",64,"%",1932
17,"North West Frontier Province","September","Humidity",67,"%",1932
6,"Sindh","September","Humidity",74,"%",1932
7,"Rajputana Agency","September","Humidity",60,"%",1932
8,"Bombay Presidency","September","Humidity",83,"%",1932
9,"Central India Agency","September","Humidity",80,"%",1932
10,"Central Province And Berar","September","Humidity",84,"%",1932
11,"Hyderabad","September","Humidity",82,"%",1932
12,"Mysore","September","Humidity",83,"%",1932
13,"Madras Presidency","September","Humidity",76,"%",1932
19,"Burma","October","Humidity",87,"%",1932
1,"Assam","October","Humidity",87,"%",1932
2,"Bengal","October","Humidity",83,"%",1932
3,"Bihar And Orissa","October","Humidity",76,"%",1932
4,"United Province Of Agra And Oudh","October","Humidity",67,"%",1932
5,"Punjab","October","Humidity",49,"%",1932
17,"North West Frontier Province","October","Humidity",49,"%",1932
6,"Sindh","October","Humidity",50,"%",1932
7,"Rajputana Agency","October","Humidity",35,"%",1932
8,"Bombay Presidency","October","Humidity",70,"%",1932
9,"Central India Agency","October","Humidity",60,"%",1932
10,"Central Province And Berar","October","Humidity",68,"%",1932
11,"Hyderabad","October","Humidity",73,"%",1932
12,"Mysore","October","Humidity",87,"%",1932
13,"Madras Presidency","October","Humidity",82,"%",1932
19,"Burma","November","Humidity",83,"%",1932
1,"Assam","November","Humidity",91,"%",1932
2,"Bengal","November","Humidity",85,"%",1932
3,"Bihar And Orissa","November","Humidity",80,"%",1932
4,"United Province Of Agra And Oudh","November","Humidity",69,"%",1932
5,"Punjab","November","Humidity",52,"%",1932
17,"North West Frontier Province","November","Humidity",55,"%",1932
6,"Sindh","November","Humidity",56,"%",1932
7,"Rajputana Agency","November","Humidity",35,"%",1932
8,"Bombay Presidency","November","Humidity",54,"%",1932
9,"Central India Agency","November","Humidity",53,"%",1932
10,"Central Province And Berar","November","Humidity",59,"%",1932
11,"Hyderabad","November","Humidity",68,"%",1932
12,"Mysore","November","Humidity",81,"%",1932
13,"Madras Presidency","November","Humidity",82,"%",1932
19,"Burma","December","Humidity",80,"%",1932
1,"Assam","December","Humidity",94,"%",1932
2,"Bengal","December","Humidity",84,"%",1932
3,"Bihar And Orissa","December","Humidity",78,"%",1932
4,"United Province Of Agra And Oudh","December","Humidity",78,"%",1932
5,"Punjab","December","Humidity",67,"%",1932
17,"North West Frontier Province","December","Humidity",60,"%",1932
6,"Sindh","December","Humidity",46,"%",1932
7,"Rajputana Agency","December","Humidity",45,"%",1932
8,"Bombay Presidency","December","Humidity",54,"%",1932
9,"Central India Agency","December","Humidity",57,"%",1932
10,"Central Province And Berar","December","Humidity",56,"%",1932
11,"Hyderabad","December","Humidity",67,"%",1932
12,"Mysore","December","Humidity",78,"%",1932
13,"Madras Presidency","December","Humidity",79,"%",1932
19,"Burma","January","Rainfall",0.03,"in",1933
1,"Assam","January","Rainfall",0.42,"in",1933
2,"Bengal","January","Rainfall",0.46,"in",1933
3,"Bihar And Orissa","January","Rainfall",1.44,"in",1933
4,"United Province Of Agra And Oudh","January","Rainfall",0.41,"in",1933
5,"Punjab","January","Rainfall",0.19,"in",1933
17,"North West Frontier Province","January","Rainfall",0.74,"in",1933
6,"Sindh","January","Rainfall",0.02,"in",1933
7,"Rajputana Agency","January","Rainfall",0,"in",1933
8,"Bombay Presidency","January","Rainfall",0.02,"in",1933
9,"Central India Agency","January","Rainfall",0.08,"in",1933
10,"Central Province And Berar","January","Rainfall",0.33,"in",1933
11,"Hyderabad","January","Rainfall",0.25,"in",1933
12,"Mysore","January","Rainfall",0,"in",1933
13,"Madras Presidency","January","Rainfall",0.09,"in",1933
16,"Jammu And Kashmir","January","Rainfall",2.72,"in",1933
18,"Baluchistan Agency","January","Rainfall",0.73,"in",1933
19,"Burma","February","Rainfall",0.05,"in",1933
1,"Assam","February","Rainfall",1.14,"in",1933
2,"Bengal","February","Rainfall",1.29,"in",1933
3,"Bihar And Orissa","February","Rainfall",1.46,"in",1933
4,"United Province Of Agra And Oudh","February","Rainfall",0.74,"in",1933
5,"Punjab","February","Rainfall",0.68,"in",1933
17,"North West Frontier Province","February","Rainfall",0.9,"in",1933
6,"Sindh","February","Rainfall",0.12,"in",1933
7,"Rajputana Agency","February","Rainfall",0.26,"in",1933
8,"Bombay Presidency","February","Rainfall",0.09,"in",1933
9,"Central India Agency","February","Rainfall",0.33,"in",1933
10,"Central Province And Berar","February","Rainfall",2,"in",1933
11,"Hyderabad","February","Rainfall",0.6,"in",1933
12,"Mysore","February","Rainfall",0.11,"in",1933
13,"Madras Presidency","February","Rainfall",0.21,"in",1933
16,"Jammu And Kashmir","February","Rainfall",3.74,"in",1933
18,"Baluchistan Agency","February","Rainfall",1.31,"in",1933
19,"Burma","March","Rainfall",0.13,"in",1933
1,"Assam","March","Rainfall",0.64,"in",1933
2,"Bengal","March","Rainfall",0.19,"in",1933
3,"Bihar And Orissa","March","Rainfall",0.13,"in",1933
4,"United Province Of Agra And Oudh","March","Rainfall",0.2,"in",1933
5,"Punjab","March","Rainfall",1,"in",1933
17,"North West Frontier Province","March","Rainfall",1.95,"in",1933
6,"Sindh","March","Rainfall",0.1,"in",1933
7,"Rajputana Agency","March","Rainfall",0.11,"in",1933
8,"Bombay Presidency","March","Rainfall",0.14,"in",1933
9,"Central India Agency","March","Rainfall",0.19,"in",1933
10,"Central Province And Berar","March","Rainfall",0.48,"in",1933
11,"Hyderabad","March","Rainfall",0.57,"in",1933
12,"Mysore","March","Rainfall",0.35,"in",1933
13,"Madras Presidency","March","Rainfall",1.14,"in",1933
16,"Jammu And Kashmir","March","Rainfall",5.95,"in",1933
18,"Baluchistan Agency","March","Rainfall",0.94,"in",1933
19,"Burma","April","Rainfall",1.26,"in",1933
1,"Assam","April","Rainfall",7.57,"in",1933
2,"Bengal","April","Rainfall",4.97,"in",1933
3,"Bihar And Orissa","April","Rainfall",1.74,"in",1933
4,"United Province Of Agra And Oudh","April","Rainfall",1.06,"in",1933
5,"Punjab","April","Rainfall",0.42,"in",1933
17,"North West Frontier Province","April","Rainfall",1.27,"in",1933
6,"Sindh","April","Rainfall",0.14,"in",1933
7,"Rajputana Agency","April","Rainfall",0.78,"in",1933
8,"Bombay Presidency","April","Rainfall",0.59,"in",1933
9,"Central India Agency","April","Rainfall",0.66,"in",1933
10,"Central Province And Berar","April","Rainfall",0.85,"in",1933
11,"Hyderabad","April","Rainfall",0.85,"in",1933
12,"Mysore","April","Rainfall",1.6,"in",1933
13,"Madras Presidency","April","Rainfall",2.25,"in",1933
16,"Jammu And Kashmir","April","Rainfall",3.38,"in",1933
18,"Baluchistan Agency","April","Rainfall",0.93,"in",1933
19,"Burma","May","Rainfall",11.61,"in",1933
1,"Assam","May","Rainfall",11.36,"in",1933
2,"Bengal","May","Rainfall",7.92,"in",1933
3,"Bihar And Orissa","May","Rainfall",4.11,"in",1933
4,"United Province Of Agra And Oudh","May","Rainfall",1.62,"in",1933
5,"Punjab","May","Rainfall",1.14,"in",1933
17,"North West Frontier Province","May","Rainfall",0.92,"in",1933
6,"Sindh","May","Rainfall",0.24,"in",1933
7,"Rajputana Agency","May","Rainfall",1.06,"in",1933
8,"Bombay Presidency","May","Rainfall",3.19,"in",1933
9,"Central India Agency","May","Rainfall",1.29,"in",1933
10,"Central Province And Berar","May","Rainfall",3.21,"in",1933
11,"Hyderabad","May","Rainfall",2.68,"in",1933
12,"Mysore","May","Rainfall",7.02,"in",1933
13,"Madras Presidency","May","Rainfall",9.4,"in",1933
16,"Jammu And Kashmir","May","Rainfall",1.24,"in",1933
18,"Baluchistan Agency","May","Rainfall",0.62,"in",1933
19,"Burma","June","Rainfall",18.16,"in",1933
1,"Assam","June","Rainfall",18.42,"in",1933
2,"Bengal","June","Rainfall",15.58,"in",1933
3,"Bihar And Orissa","June","Rainfall",8.67,"in",1933
4,"United Province Of Agra And Oudh","June","Rainfall",7.44,"in",1933
5,"Punjab","June","Rainfall",2.39,"in",1933
17,"North West Frontier Province","June","Rainfall",1.88,"in",1933
6,"Sindh","June","Rainfall",0.08,"in",1933
7,"Rajputana Agency","June","Rainfall",6.94,"in",1933
8,"Bombay Presidency","June","Rainfall",10.07,"in",1933
9,"Central India Agency","June","Rainfall",7.22,"in",1933
10,"Central Province And Berar","June","Rainfall",8.75,"in",1933
11,"Hyderabad","June","Rainfall",9.39,"in",1933
12,"Mysore","June","Rainfall",4.63,"in",1933
13,"Madras Presidency","June","Rainfall",8.87,"in",1933
16,"Jammu And Kashmir","June","Rainfall",2.38,"in",1933
18,"Baluchistan Agency","June","Rainfall",0.1,"in",1933
19,"Burma","July","Rainfall",16.14,"in",1933
1,"Assam","July","Rainfall",17.26,"in",1933
2,"Bengal","July","Rainfall",15.95,"in",1933
3,"Bihar And Orissa","July","Rainfall",14.6,"in",1933
4,"United Province Of Agra And Oudh","July","Rainfall",9.23,"in",1933
5,"Punjab","July","Rainfall",5.71,"in",1933
17,"North West Frontier Province","July","Rainfall",2.89,"in",1933
6,"Sindh","July","Rainfall",4.29,"in",1933
7,"Rajputana Agency","July","Rainfall",4.42,"in",1933
8,"Bombay Presidency","July","Rainfall",12.64,"in",1933
9,"Central India Agency","July","Rainfall",9.75,"in",1933
10,"Central Province And Berar","July","Rainfall",14.72,"in",1933
11,"Hyderabad","July","Rainfall",7.38,"in",1933
12,"Mysore","July","Rainfall",7.67,"in",1933
13,"Madras Presidency","July","Rainfall",9.12,"in",1933
16,"Jammu And Kashmir","July","Rainfall",8.34,"in",1933
18,"Baluchistan Agency","July","Rainfall",1.94,"in",1933
19,"Burma","August","Rainfall",14.63,"in",1933
1,"Assam","August","Rainfall",18.66,"in",1933
2,"Bengal","August","Rainfall",19.55,"in",1933
3,"Bihar And Orissa","August","Rainfall",16.51,"in",1933
4,"United Province Of Agra And Oudh","August","Rainfall",10.19,"in",1933
5,"Punjab","August","Rainfall",10.19,"in",1933
17,"North West Frontier Province","August","Rainfall",5.87,"in",1933
6,"Sindh","August","Rainfall",3.22,"in",1933
7,"Rajputana Agency","August","Rainfall",10.3,"in",1933
8,"Bombay Presidency","August","Rainfall",14.99,"in",1933
9,"Central India Agency","August","Rainfall",12.19,"in",1933
10,"Central Province And Berar","August","Rainfall",14.72,"in",1933
11,"Hyderabad","August","Rainfall",6.85,"in",1933
12,"Mysore","August","Rainfall",8.69,"in",1933
13,"Madras Presidency","August","Rainfall",8.73,"in",1933
16,"Jammu And Kashmir","August","Rainfall",9.68,"in",1933
18,"Baluchistan Agency","August","Rainfall",1.13,"in",1933
19,"Burma","September","Rainfall",12.41,"in",1933
1,"Assam","September","Rainfall",9.74,"in",1933
2,"Bengal","September","Rainfall",11.03,"in",1933
3,"Bihar And Orissa","September","Rainfall",8.11,"in",1933
4,"United Province Of Agra And Oudh","September","Rainfall",7.06,"in",1933
5,"Punjab","September","Rainfall",6.5,"in",1933
17,"North West Frontier Province","September","Rainfall",1.49,"in",1933
6,"Sindh","September","Rainfall",1.26,"in",1933
7,"Rajputana Agency","September","Rainfall",6.11,"in",1933
8,"Bombay Presidency","September","Rainfall",10.95,"in",1933
9,"Central India Agency","September","Rainfall",10.28,"in",1933
10,"Central Province And Berar","September","Rainfall",11.53,"in",1933
11,"Hyderabad","September","Rainfall",8.1,"in",1933
12,"Mysore","September","Rainfall",6.69,"in",1933
13,"Madras Presidency","September","Rainfall",7.5,"in",1933
16,"Jammu And Kashmir","September","Rainfall",3.39,"in",1933
18,"Baluchistan Agency","September","Rainfall",0.2,"in",1933
19,"Burma","October","Rainfall",5.93,"in",1933
1,"Assam","October","Rainfall",4.83,"in",1933
2,"Bengal","October","Rainfall",4.53,"in",1933
3,"Bihar And Orissa","October","Rainfall",3.7,"in",1933
4,"United Province Of Agra And Oudh","October","Rainfall",3.52,"in",1933
5,"Punjab","October","Rainfall",0.3,"in",1933
17,"North West Frontier Province","October","Rainfall",0.11,"in",1933
6,"Sindh","October","Rainfall",0,"in",1933
7,"Rajputana Agency","October","Rainfall",0.51,"in",1933
8,"Bombay Presidency","October","Rainfall",3.8,"in",1933
9,"Central India Agency","October","Rainfall",1.19,"in",1933
10,"Central Province And Berar","October","Rainfall",2.25,"in",1933
11,"Hyderabad","October","Rainfall",3.94,"in",1933
12,"Mysore","October","Rainfall",9.65,"in",1933
13,"Madras Presidency","October","Rainfall",9.36,"in",1933
16,"Jammu And Kashmir","October","Rainfall",1.16,"in",1933
18,"Baluchistan Agency","October","Rainfall",0,"in",1933
19,"Burma","November","Rainfall",1.2,"in",1933
1,"Assam","November","Rainfall",0.41,"in",1933
2,"Bengal","November","Rainfall",0.08,"in",1933
3,"Bihar And Orissa","November","Rainfall",0.16,"in",1933
4,"United Province Of Agra And Oudh","November","Rainfall",0.01,"in",1933
